source,context,en_raw,zh_raw,en_norm,zh_norm
DYS830,G.7.3.2,Cord strain relief,電線抗拉力,Cord strain relief,電線抗拉力
DYS830,G.7.3.2.1,Requirements,要求,Requirements,要求
DYS830,G.7.3.2.1,Strain relief test force (N) ....................................... :,電線或電纜之線性力(N):,Strain relief test force (N) :,電線或電纜之線性力(N):
DYS830,G.7.3.2.2,Strain relief mechanism failure,抗拉力機制之失效,Strain relief mechanism failure,抗拉力機制之失效
DYS830,G.7.3.2.4,Strain relief and cord anchorage material,抗拉力機制與電線固定座材料,Strain relief and cord anchorage material,抗拉力機制與電線固定座材料
DYS830,G.7.4,Cord Entry,電線入口,Cord Entry,電線入口
DYS830,G.7.5,Non-detachable cord bend protection,不可分離式電線彎曲保護,Non-detachable cord bend protection,不可分離式電線彎曲保護
DYS830,G.7.5.1,Requirements,要求,Requirements,要求
DYS830,G.7.5.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
DYS830,G.7.6,Supply wiring space,電源配線空間,Supply wiring space,電源配線空間
DYS830,G.7.6.1,General requirements,一般要求,General requirements,一般要求
DYS830,G.7.6.2,Stranded wire,絞線,Stranded wire,絞線
DYS830,G.7.6.2.1,Requirements,要求,Requirements,要求
DYS830,G.7.6.2.2,Test with 8 mm strand,使用8 mm絞線進行試驗,Test with 8 mm strand,使用8 mm絞線進行試驗
DYS830,G.8,Varistors,變阻器,Varistors,變阻器
DYS830,G.8.1,General requirements,一般要求,General requirements,一般要求
DYS830,G.8.2,Safeguards against fire,對火焰之安全防護,Safeguards against fire,對火焰之安全防護
DYS830,G.8.2.1,General,一般,General,一般
DYS830,G.8.2.2,Varistor overload test,變阻器過載試驗,Varistor overload test,變阻器過載試驗
DYS830,G.8.2.3,Temporary overvoltage test,暫時過電壓試驗,Temporary overvoltage test,暫時過電壓試驗
DYS830,G.9,Integrated circuit (IC) current limiters,積體電路(IC)電流限制器,Integrated circuit (IC) current limiters,積體電路(IC)電流限制器
DYS830,G.9.1,Requirements,要求,Requirements,要求
DYS830,G.9.2,Test Program,試驗程序,Test Program,試驗程序
DYS830,G.9.3,Compliance,符合性,Compliance,符合性
DYS830,G.10,Resistors,電阻,Resistors,電阻
DYS830,G.10.1,General,一般,General,一般
DYS830,G.10.2,Conditioning,預處理,Conditioning,預處理
DYS830,G.10.3,Resistor test,電阻試驗,Resistor test,電阻試驗
DYS830,G.10.4,Voltage surge test,電壓突波試驗,Voltage surge test,電壓突波試驗
DYS830,G.10.5,Impulse test,脈衝試驗,Impulse test,脈衝試驗
DYS830,G.10.6,Overload test,過載試驗,Overload test,過載試驗
DYS830,G.11,Capacitors and RC units,電容器和RC單元,Capacitors and RC units,電容器和RC單元
DYS830,G.11.1,General requirements,一般要求,General requirements,一般要求
DYS830,G.11.2,Conditioning of capacitors and RC units,電容器和RC單元的預處理,Conditioning of capacitors and RC units,電容器和RC單元的預處理
DYS830,G.11.3,Rules for selecting capacitors,選擇電容器的規則,Rules for selecting capacitors,選擇電容器的規則
DYS830,G.12,Optocouplers,光耦合器,Optocouplers,光耦合器
DYS830,G.12,Optocouplers comply with IEC 60747-5-5 with specifics,光耦合器符合IEC 60747-5-5之規定,Optocouplers comply with IEC 60747-5-5 with specifics,光耦合器符合IEC 60747-5-5之規定
DYS830,G.13,Printed boards,印刷電路板,Printed boards,印刷電路板
DYS830,G.13.1,General requirements,一般要求,General requirements,一般要求
DYS830,G.13.2,Uncoated printed boards,無塗裝之印刷電路板,Uncoated printed boards,無塗裝之印刷電路板
DYS830,G.13.3,Coated printed boards,塗裝之印刷電路板,Coated printed boards,塗裝之印刷電路板
DYS830,G.13.4,Insulation between conductors on the same inner surface,在相同內層表面之導體間絕緣,Insulation between conductors on the same inner surface,在相同內層表面之導體間絕緣
DYS830,G.13.5,Insulation between conductors on different surfaces,在不同表面上導體間之絕緣,Insulation between conductors on different surfaces,在不同表面上導體間之絕緣
DYS830,G.13.5,Distance through insulation .................................... :,最小絕緣厚度:,Distance through insulation :,最小絕緣厚度:
DYS830,G.13.6,Tests on coated printed boards,塗裝印刷電路板上之試驗,Tests on coated printed boards,塗裝印刷電路板上之試驗
DYS830,G.13.6.1,Sample preparation and preliminary inspection,準備樣品及初步檢驗,Sample preparation and preliminary inspection,準備樣品及初步檢驗
DYS830,G.13.6.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
DYS830,G.14,Coating on components terminals,組件端子上之塗裝,Coating on components terminals,組件端子上之塗裝
DYS830,G.14.1,Requirements ........................................................ :,要求:,Requirements :,要求:
DYS830,G.15,Pressurized liquid filled components,加壓液體充填組件,Pressurized liquid filled components,加壓液體充填組件
DYS830,G.15.1,Requirements,要求,Requirements,要求
DYS830,G.15.2,Test methods and compliance,試驗方法和符合性,Test methods and compliance,試驗方法和符合性
DYS830,G.15.2.1,Hydrostatic pressure test,靜液壓試驗,Hydrostatic pressure test,靜液壓試驗
DYS830,G.15.2.2,Creep resistance test,抗潛變試驗,Creep resistance test,抗潛變試驗
DYS830,G.15.2.3,Tubing and fittings compatibility test,導管及配件的相容性試驗,Tubing and fittings compatibility test,導管及配件的相容性試驗
DYS830,G.15.2.4,Vibration test,振動試驗,Vibration test,振動試驗
DYS830,G.15.2.5,Thermal cycling test,熱循環試驗,Thermal cycling test,熱循環試驗
DYS830,G.15.2.6,Force test,施力試驗,Force test,施力試驗
DYS830,G.15.3,Compliance,符合性,Compliance,符合性
DYS830,G.16,IC including capacitor discharge function (ICX),包含電容器放電功能之IC (ICX),IC including capacitor discharge function (ICX),包含電容器放電功能之IC (ICX)
DYS830,G.16.1,Condition for fault tested is not required,不需進行故障試驗的條件,Condition for fault tested is not required,不需進行故障試驗的條件
DYS830,G.16.1,ICX with associated circuitry tested in equipment,ICX與設備中試驗的關聯電路,ICX with associated circuitry tested in equipment,ICX與設備中試驗的關聯電路
DYS830,G.16.1,ICX tested separately,ICX單獨試驗,ICX tested separately,ICX單獨試驗
DYS830,G.16.2,Tests,試驗,Tests,試驗
DYS830,G.16.3,Capacitor discharge test ........................................ :,電容器放電試驗:,Capacitor discharge test :,電容器放電試驗:
DYS830,H,CRITERIA FOR TELEPHONE RINGING SIGNALS,電話機振鈴信號準則,CRITERIA FOR TELEPHONE RINGING SIGNALS,電話機振鈴信號準則
DYS830,H.1,General,一般,General,一般
DYS830,H.2,Method A,方法A,Method A,方法A
DYS830,H.3,Method B,方法B,Method B,方法B
DYS830,H.3.1,Ringing signal,振鈴信號,Ringing signal,振鈴信號
DYS830,H.3.2,Tripping device and monitoring voltage,跳脫裝置和監視電壓,Tripping device and monitoring voltage,跳脫裝置和監視電壓
DYS830,H.3.2.1,Conditions for use of a tripping device or a monitoring voltage,使用跳閘裝置或監控電壓的條件,Conditions for use of a tripping device or a monitoring voltage,使用跳閘裝置或監控電壓的條件
DYS830,H.3.2.2,Tripping device,跳脫裝置,Tripping device,跳脫裝置
DYS830,H.3.2.3,Monitoring voltage (V) ............................................ :,監視電壓(V):,Monitoring voltage (V) :,監視電壓(V):
DYS830,J,INSULATED WINDING WIRES FOR USE WITHOUT INTERLEAVED,無套絕緣套管之絕緣繞線,INSULATED WINDING WIRES FOR USE WITHOUT INTERLEAVED,無套絕緣套管之絕緣繞線
DYS830,J.1,General,一般,General,一般
DYS830,J.1,"Solid round winding wire, diameter (mm) .............. :",纏繞線絕緣:,"Solid round winding wire, diameter (mm) :",纏繞線絕緣:
DYS830,J.1,"Solid square and rectangular (flatwise bending) winding wire, cross-sectional area (mm2) .............. :","實心圓形繞組線,直徑(mm):","Solid square and rectangular (flatwise bending) winding wire, cross-sectional area (mm2) :","實心圓形繞組線,直徑(mm):"
DYS830,K,SAFETY INTERLOCKS,安全互鎖,SAFETY INTERLOCKS,安全互鎖
DYS830,K.1,General requirements,一般要求,General requirements,一般要求
DYS830,K.1,Instructional safeguard ........................................... :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
DYS830,K.2,Components of safety interlock safeguard mechanism,安全互鎖安全防護機制組件,Components of safety interlock safeguard mechanism,安全互鎖安全防護機制組件
DYS830,K.3,Inadvertent change of operating mode,操作模式之不慎改變,Inadvertent change of operating mode,操作模式之不慎改變
DYS830,K.4,Interlock safeguard override,互鎖安全防護之解除,Interlock safeguard override,互鎖安全防護之解除
DYS830,K.5,Fail-safe,故障下之安全性,Fail-safe,故障下之安全性
DYS830,K.5.1,Under single fault condition,單一故障條件事件下,Under single fault condition,單一故障條件事件下
DYS830,K.6,Mechanically operated safety interlocks,機械操作式安全互鎖,Mechanically operated safety interlocks,機械操作式安全互鎖
DYS830,K.6.1,Endurance requirement,耐久性要求,Endurance requirement,耐久性要求
DYS830,K.6.2,Test method and compliance ................................. :,試驗方法及符合性:,Test method and compliance :,試驗方法及符合性:
DYS830,K.7,Interlock circuit isolation,互鎖電路隔離,Interlock circuit isolation,互鎖電路隔離
DYS830,K.7.1,Separation distance for contact gaps & interlock,接觸間隙及互鎖電路要素之分隔距離,Separation distance for contact gaps & interlock,接觸間隙及互鎖電路要素之分隔距離
DYS830,K.7.1,"In circuit connected to mains, separation distance","主電源系統之電氣導體, 和自接點間隙的分隔距離(mm):","In circuit connected to mains, separation distance","主電源系統之電氣導體, 和自接點間隙的分隔距離(mm):"
DYS830,K.7.1,"In circuit isolated from mains, separation distance","與主電源系統隔離的電路中, 和自接點間隙的分隔距離(mm):","In circuit isolated from mains, separation distance","與主電源系統隔離的電路中, 和自接點間隙的分隔距離(mm):"
DYS830,K.7.1,Electric strength test before and after the test of,K.7.2 試驗之前和之後的耐電壓試驗:,Electric strength test before and after the test of,K.7.2 試驗之前和之後的耐電壓試驗:
DYS830,K.7.2,"Overload test, Current (A) ...................................... :","過載試驗,電流(A):","Overload test, Current (A) :","過載試驗,電流(A):"
DYS830,K.7.3,Endurance test,耐久性試驗,Endurance test,耐久性試驗
DYS830,K.7.4,Electric strength test,耐電壓試驗,Electric strength test,耐電壓試驗
DYS830,L,DISCONNECT DEVICES,切離裝置,DISCONNECT DEVICES,切離裝置
DYS830,L.1,General requirements,一般要求,General requirements,一般要求
DYS830,L.2,Permanently connected equipment,永久連接的設備,Permanently connected equipment,永久連接的設備
DYS830,L.5,Three-phase equipment,三相設備,Three-phase equipment,三相設備
DYS830,L.6,Switches as disconnect devices,開關用作切離裝置,Switches as disconnect devices,開關用作切離裝置
DYS830,L.7,Plugs as disconnect devices,插頭用作切離裝置,Plugs as disconnect devices,插頭用作切離裝置
DYS830,L.8,Multiple power sources,多電源組,Multiple power sources,多電源組
DYS830,L.8,Instructional safeguard ........................................... :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
DYS830,M,EQUIPMENT CONTAINING BATTERIES AND THEIR PROTECTION CIRCUITS,設備包含電池及其保護電路,EQUIPMENT CONTAINING BATTERIES AND THEIR PROTECTION CIRCUITS,設備包含電池及其保護電路
DYS830,M.1,General requirements,一般要求,General requirements,一般要求
DYS830,M.2,Safety of batteries and their cells,電池及其電池的安全性,Safety of batteries and their cells,電池及其電池的安全性
DYS830,M.2.1,Batteries and their cells comply with relevant IEC,電池組及其單電池符合相關的IEC標準:,Batteries and their cells comply with relevant IEC,電池組及其單電池符合相關的IEC標準:
DYS830,M.3,Protection circuits for batteries provided within the equipment,提供於設備內之電池組保護電路,Protection circuits for batteries provided within the equipment,提供於設備內之電池組保護電路
DYS830,M.3.1,Requirements,要求,Requirements,要求
DYS830,M.3.2,Test method,試驗方法,Test method,試驗方法
DYS830,M.3.2,Overcharging of a rechargeable battery,充電電池之過充,Overcharging of a rechargeable battery,充電電池之過充
DYS830,M.3.2,Excessive discharging,過度放電,Excessive discharging,過度放電
DYS830,M.3.2,Unintentional charging of a non-rechargeable,不可充電電池之非預期充電,Unintentional charging of a non-rechargeable,不可充電電池之非預期充電
DYS830,M.3.2,Reverse charging of a rechargeable battery,可充電電池的逆向充電,Reverse charging of a rechargeable battery,可充電電池的逆向充電
DYS830,M.3.3,Compliance,符合性,Compliance,符合性
DYS830,M.4,Additional safeguards for equipment containing a portable secondary lithium,設備含有可攜式二次鋰電池之額外安全防護,Additional safeguards for equipment containing a portable secondary lithium,設備含有可攜式二次鋰電池之額外安全防護
DYS830,M.4.1,General,一般,General,一般
DYS830,M.4.2,Charging safeguards,充電安全防護,Charging safeguards,充電安全防護
DYS830,M.4.2.1,Requirements,要求,Requirements,要求
DYS830,M.4.2.2,Compliance ............................................................ :,符合性:,Compliance :,符合性:
DYS830,M.4.3,Fire enclosure ........................................................ :,防火機殼:,Fire enclosure :,防火機殼:
DYS830,M.4.4,Drop test of equipment containing a secondary lithium battery,設備含有二次鋰電池之落下試驗,Drop test of equipment containing a secondary lithium battery,設備含有二次鋰電池之落下試驗
DYS830,M.4.4.2,Preparation and procedure for the drop test,落下試驗之準備及程序,Preparation and procedure for the drop test,落下試驗之準備及程序
DYS830,M.4.4.3,"Drop, Voltage on reference and dropped batteries",落下後之電池與參考(無落下)電池之24小時期間的電壓差(%):,"Drop, Voltage on reference and dropped batteries",落下後之電池與參考(無落下)電池之24小時期間的電壓差(%):
DYS830,M.4.4.5,Charge / discharge cycle test,充電/放電循環試驗,Charge / discharge cycle test,充電/放電循環試驗
DYS830,M.4.4.6,Compliance,符合性,Compliance,符合性
DYS830,M.5,Risk of burn due to short-circuit during carrying,攜帶中因短路造成之燃燒風險,Risk of burn due to short-circuit during carrying,攜帶中因短路造成之燃燒風險
DYS830,M.5.1,Requirement,要求,Requirement,要求
DYS830,M.5.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
DYS830,M.6,Safeguards against short-circuits,防止短路的安全措施,Safeguards against short-circuits,防止短路的安全措施
DYS830,M.6.1,External and internal faults,外部端子短路或內部安全防護故障,External and internal faults,外部端子短路或內部安全防護故障
DYS830,M.6.2,Compliance,符合性,Compliance,符合性
DYS830,M.7,Risk of explosion from lead acid and NiCd batteries,鉛酸電池組及鎳鎘電池組之爆炸風險,Risk of explosion from lead acid and NiCd batteries,鉛酸電池組及鎳鎘電池組之爆炸風險
DYS830,M.7.1,Ventilation preventing explosive gas concentration,防止爆炸性氣體濃度之排氣,Ventilation preventing explosive gas concentration,防止爆炸性氣體濃度之排氣
DYS830,M.7.1,Calculated hydrogen generation rate ..................... :,計算出的氫氣產生速率:,Calculated hydrogen generation rate :,計算出的氫氣產生速率:
DYS830,M.7.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
DYS830,M.7.2,"Minimum air flow rate, Q (m3/h) ............................. :","最小氣流排氣率, Q (m3/h):","Minimum air flow rate, Q (m3/h) :","最小氣流排氣率, Q (m3/h):"
DYS830,M.7.3,Ventilation tests,排氣試驗,Ventilation tests,排氣試驗
DYS830,M.7.3.1,General,一般,General,一般
DYS830,M.7.3.2,Ventilation test – alternative 1,排氣試驗－方案1,Ventilation test – alternative 1,排氣試驗－方案1
DYS830,M.7.3.2,Hydrogen gas concentration (%) ........................... :,氫氣濃度(%):,Hydrogen gas concentration (%) :,氫氣濃度(%):
DYS830,M.7.3.3,Ventilation test – alternative 2,排氣試驗－方案2,Ventilation test – alternative 2,排氣試驗－方案2
DYS830,M.7.3.3,Obtained hydrogen generation rate ....................... :,取得氫氣產生速率:,Obtained hydrogen generation rate :,取得氫氣產生速率:
DYS830,M.7.3.4,Ventilation test – alternative 3,排氣試驗－方案3,Ventilation test – alternative 3,排氣試驗－方案3
DYS830,M.7.3.4,Hydrogen gas concentration (%) ........................... :,氫氣濃度(%):,Hydrogen gas concentration (%) :,氫氣濃度(%):
DYS830,M.7.4,Marking .................................................................. :,標示:,Marking :,標示:
DYS830,M.8,Protection against internal ignition from external spark sources of batteries with aqueous electrolyte,含液態電解質電池組因外部火花源導致之內部點燃的保護,Protection against internal ignition from external spark sources of batteries with aqueous electrolyte,含液態電解質電池組因外部火花源導致之內部點燃的保護
DYS830,M.8.1,General,一般,General,一般
DYS830,M.8.2,Test method,試驗方法,Test method,試驗方法
DYS830,M.8.2.1,General,一般,General,一般
DYS830,M.9,Preventing electrolyte spillage,預防電解液洩漏,Preventing electrolyte spillage,預防電解液洩漏
DYS830,M.9.1,Protection from electrolyte spillage,電解液洩漏之保護,Protection from electrolyte spillage,電解液洩漏之保護
DYS830,M.9.2,Tray for preventing electrolyte spillage,用於防止電解質溢出的托盤,Tray for preventing electrolyte spillage,用於防止電解質溢出的托盤
DYS830,M.10,Instructions to prevent reasonably foreseeable,防止合理可預見的誤用的說明,Instructions to prevent reasonably foreseeable,防止合理可預見的誤用的說明
DYS830,M.10,Instructional safeguard ........................................... :,指示型安全防護 :,Instructional safeguard :,指示型安全防護 :
DYS830,N,ELECTROCHEMICAL POTENTIALS,電化學電位表,ELECTROCHEMICAL POTENTIALS,電化學電位表
DYS830,O,MEASUREMENT OF CREEPAGE DISTANCES AND CLEARANCES,沿面距離及空間距離之量測,MEASUREMENT OF CREEPAGE DISTANCES AND CLEARANCES,沿面距離及空間距離之量測
DYS830,P,SAFEGUARDS AGAINST CONDUCTIVE OBJECTS,防止導電物件之安全防護,SAFEGUARDS AGAINST CONDUCTIVE OBJECTS,防止導電物件之安全防護
DYS830,P.1,General,一般,General,一般
DYS830,P.2,Safeguards against entry or consequences of entry of a foreign object,固體外物進入或進入之後果的安全防護,Safeguards against entry or consequences of entry of a foreign object,固體外物進入或進入之後果的安全防護
DYS830,P.2.1,General,一般,General,一般
DYS830,P.2.2,Safeguards against entry of a foreign object,外物進入之安全防護,Safeguards against entry of a foreign object,外物進入之安全防護
DYS830,P.2.3,Safeguards against the consequences of entry of a foreign object,外物進入之後果的安全防護,Safeguards against the consequences of entry of a foreign object,外物進入之後果的安全防護
DYS830,P.2.3.1,Safeguard requirements,安全防護要求,Safeguard requirements,安全防護要求
DYS830,P.2.3.1,The ES3 and PS3 keep-out volume in Figure P.3,圖P.3中ES3及PS3避開體積不適用於可攜式設備,The ES3 and PS3 keep-out volume in Figure P.3,圖P.3中ES3及PS3避開體積不適用於可攜式設備
DYS830,P.2.3.1,Transportable equipment with metalized plastic,帶有金屬化塑膠部件或類似物件之可攜式設備:,Transportable equipment with metalized plastic,帶有金屬化塑膠部件或類似物件之可攜式設備:
DYS830,P.2.3.2,Consequence of entry test ..................................... :,進入後果試驗:,Consequence of entry test :,進入後果試驗:
DYS830,P.3,Safeguards against spillage of internal liquids,對於內部液體噴濺之安全防,Safeguards against spillage of internal liquids,對於內部液體噴濺之安全防
DYS830,P.3.1,General,一般,General,一般
DYS830,P.3.2,Determination of spillage consequences,決定噴濺後果,Determination of spillage consequences,決定噴濺後果
DYS830,P.3.3,Spillage safeguards,噴濺安全防護,Spillage safeguards,噴濺安全防護
DYS830,P.3.4,Compliance,符合性,Compliance,符合性
DYS830,P.4,Metallized coatings and adhesives securing parts,金屬化塗層及黏著劑固定之部件,Metallized coatings and adhesives securing parts,金屬化塗層及黏著劑固定之部件
DYS830,P.4.1,General,一般,General,一般
DYS830,P.4.2,Tests,試驗,Tests,試驗
DYS830,Q,CIRCUITS INTENDED FOR INTERCONNECTION WITH BUILDING WIRING,與建築物配線互連,CIRCUITS INTENDED FOR INTERCONNECTION WITH BUILDING WIRING,與建築物配線互連
DYS830,Q.1,Limited power sources,電力限制型電源,Limited power sources,電力限制型電源
DYS830,Q.1.1,Requirements,要求,Requirements,要求
DYS830,Q.1.1,a) Inherently limited output,a) 輸出固有限制,a) Inherently limited output,a) 輸出固有限制
DYS830,Q.1.1,b) Impedance limited output,b) 阻抗限制之輸出,b) Impedance limited output,b) 阻抗限制之輸出
DYS830,Q.1.1,c) Regulating network limited output,c) 調節電路限制輸出,c) Regulating network limited output,c) 調節電路限制輸出
DYS830,Q.1.1,d) Overcurrent protective device limited output,d) 電流保護裝置者,d) Overcurrent protective device limited output,d) 電流保護裝置者
DYS830,Q.1.1,e) IC current limiter complying with G.9,e) 符合G.9的IC電流限制器,e) IC current limiter complying with G.9,e) 符合G.9的IC電流限制器
DYS830,Q.1.2,Test method and compliance ................................. :,試驗方法及符合性:,Test method and compliance :,試驗方法及符合性:
DYS830,Q.1.2,Current rating of overcurrent protective device (A),過流保護裝置的額定電流(A) :,Current rating of overcurrent protective device (A),過流保護裝置的額定電流(A) :
DYS830,Q.2,Test for external circuits – paired conductor,外部電路之試驗−成對導體纜線,Test for external circuits – paired conductor,外部電路之試驗−成對導體纜線
DYS830,R,LIMITED SHORT CIRCUIT TEST,限制短路試驗,LIMITED SHORT CIRCUIT TEST,限制短路試驗
DYS830,R.1,General,一般,General,一般
DYS830,R.2,Test setup,試驗設置,Test setup,試驗設置
DYS830,R.3,Test method,試驗方法,Test method,試驗方法
DYS830,R.4,Compliance,符合性,Compliance,符合性
DYS830,S,TESTS FOR RESISTANCE TO HEAT AND FIRE,耐熱及耐燃試驗,TESTS FOR RESISTANCE TO HEAT AND FIRE,耐熱及耐燃試驗
DYS830,S.1,Flammability test for fire enclosures and fire barrier materials of equipment,"穩態功率不超過4,000 W之設備其防火機殼材料及防火阻隔物材料之耐燃試驗",Flammability test for fire enclosures and fire barrier materials of equipment,"穩態功率不超過4,000 W之設備其防火機殼材料及防火阻隔物材料之耐燃試驗"
DYS830,S.1,Test flame according to IEC 60695-11-5 with,樣品、材料:,Test flame according to IEC 60695-11-5 with,樣品、材料:
DYS830,S.1,- Material not consumed completely,厚度(mm):,- Material not consumed completely,厚度(mm):
DYS830,S.1,- Material extinguishes within 30s,預處理(°C):,- Material extinguishes within 30s,預處理(°C):
DYS830,S.1,- No burning of layer or wrapping tissue,"根據 IEC 60695-11-5 試驗火焰,條件如下",- No burning of layer or wrapping tissue,"根據 IEC 60695-11-5 試驗火焰,條件如下"
DYS830,S.2,Flammability test for fire enclosure and fire barrier integrity,防火機殼及防火阻隔物完整性之耐燃試驗,Flammability test for fire enclosure and fire barrier integrity,防火機殼及防火阻隔物完整性之耐燃試驗
DYS830,S.3,Flammability test for the bottom of a fire enclosure,防火機殼底部之耐燃試驗,Flammability test for the bottom of a fire enclosure,防火機殼底部之耐燃試驗
DYS830,S.3.1,Mounting of samples,樣品之裝設,Mounting of samples,樣品之裝設
DYS830,S.3.2,Test method and compliance,試驗方法和符合性性,Test method and compliance,試驗方法和符合性性
DYS830,S.4,Flammability classification of materials,材料耐燃分級,Flammability classification of materials,材料耐燃分級
DYS830,S.5,Flammability test for fire enclosures and fire barrier materials of equipment,"穩態功率超過4,000 W 之設備其防火機殼材料之耐燃試驗",Flammability test for fire enclosures and fire barrier materials of equipment,"穩態功率超過4,000 W 之設備其防火機殼材料之耐燃試驗"
DYS830,T.1,General,一般,General,一般
DYS830,T.2,"Steady force test, 10 N ....................................... :","穩定力試驗, 10 N:","Steady force test, 10 N :","穩定力試驗, 10 N:"
DYS830,T.3,"Steady force test, 30 N ....................................... :","穩定力試驗, 30 N:","Steady force test, 30 N :","穩定力試驗, 30 N:"
DYS830,T.4,"Steady force test, 100 N ..................................... :","穩定力試驗, 100 N:","Steady force test, 100 N :","穩定力試驗, 100 N:"
DYS830,T.5,"Steady force test, 250 N ..................................... :","穩定力試驗, 250 N:","Steady force test, 250 N :","穩定力試驗, 250 N:"
DYS830,T.6,Enclosure impact test,機殼撞擊試驗,Enclosure impact test,機殼撞擊試驗
DYS830,T.6,Fall test,自由落下試驗,Fall test,自由落下試驗
DYS830,T.6,Swing test,擺盪試驗,Swing test,擺盪試驗
DYS830,T.7,Drop test .............................................................. :,落下試驗:,Drop test :,落下試驗:
DYS830,T.8,Stress relief test ................................................... :,應力釋放試驗:,Stress relief test :,應力釋放試驗:
DYS830,T.9,Glass Impact Test ................................................... :,玻璃撞擊試驗:,Glass Impact Test :,玻璃撞擊試驗:
DYS830,T.10,Glass fragmentation test,玻璃破碎試驗,Glass fragmentation test,玻璃破碎試驗
DYS830,T.10,Number of particles counted .................................... :,碎片數量:,Number of particles counted :,碎片數量:
DYS830,T.11,Test for telescoping or rod antennas,伸縮型或桿型天線之試驗,Test for telescoping or rod antennas,伸縮型或桿型天線之試驗
DYS830,T.11,Torque value (Nm) ................................................. :,扭矩值(Nm):,Torque value (Nm) :,扭矩值(Nm):
DYS830,U,MECHANICAL STRENGTH OF CATHODE RAY TUBES (CRT) AND PROTECTION,"陰極射線管(cathode-ray tubes, CRT)機械強度及防爆措施",MECHANICAL STRENGTH OF CATHODE RAY TUBES (CRT) AND PROTECTION,"陰極射線管(cathode-ray tubes, CRT)機械強度及防爆措施"
DYS830,U.1,General,一般,General,一般
DYS830,U.1,Instructional safeguard :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
DYS830,U.2,Test method and compliance for non-intrinsically protected CRTs,具實質保護之CRT的試驗方法和符合性,Test method and compliance for non-intrinsically protected CRTs,具實質保護之CRT的試驗方法和符合性
DYS830,U.3,Protective screen,保護屏幕,Protective screen,保護屏幕
DYS830,V,DETERMINATION OF ACCESSIBLE PARTS,可觸及部件之決定,DETERMINATION OF ACCESSIBLE PARTS,可觸及部件之決定
DYS830,V.1,Accessible parts of equipment,設備可觸及部件,Accessible parts of equipment,設備可觸及部件
DYS830,V.1.1,General,一般,General,一般
DYS830,V.1.2,Surfaces and openings tested with jointed test,以具關節之試驗探棒試驗之表面及開孔,Surfaces and openings tested with jointed test,以具關節之試驗探棒試驗之表面及開孔
DYS830,V.1.3,Openings tested with straight unjointed test probes,用直式無關節之試驗探棒試驗之開孔,Openings tested with straight unjointed test probes,用直式無關節之試驗探棒試驗之開孔
DYS830,V.1.4,"Plugs, jacks, connectors tested with blunt probe",用鈍頭探棒測試插頭、插孔、連接器,"Plugs, jacks, connectors tested with blunt probe",用鈍頭探棒測試插頭、插孔、連接器
DYS830,V.1.5,Slot openings tested with wedge probe,用楔形探棒測試槽狀開孔,Slot openings tested with wedge probe,用楔形探棒測試槽狀開孔
DYS830,V.1.6,Terminals tested with rigid test wire,用直式試驗探棒測試預計由普通人員使用之端子,Terminals tested with rigid test wire,用直式試驗探棒測試預計由普通人員使用之端子
DYS830,V.2,Accessible part criterion,可觸及部件準則,Accessible part criterion,可觸及部件準則
DYS830,Y,CONSTRUCTION REQUIREMENTS FOR OUTDOOR ENCLOSURES,戶外機殼之結構要求,CONSTRUCTION REQUIREMENTS FOR OUTDOOR ENCLOSURES,戶外機殼之結構要求
DYS830,Y.1,General,一般,General,一般
DYS830,Y.2,Resistance to UV radiation,抗紫外線輻射,Resistance to UV radiation,抗紫外線輻射
DYS830,Y.3,Resistance to corrosion,抗腐蝕,Resistance to corrosion,抗腐蝕
DYS830,Y.3.1,Metallic parts of outdoor enclosures are resistant to,戶外機殼金屬部件抵抗水載污染之效應:,Metallic parts of outdoor enclosures are resistant to,戶外機殼金屬部件抵抗水載污染之效應:
DYS830,Y.3.2,Test apparatus,試驗設備,Test apparatus,試驗設備
DYS830,Y.3.3,Water – saturated sulphur dioxide atmosphere,水飽和二氧化硫氣體,Water – saturated sulphur dioxide atmosphere,水飽和二氧化硫氣體
DYS830,Y.3.4,Test procedure ....................................................... :,試驗程序:,Test procedure :,試驗程序:
DYS830,Y.3.5,Compliance,符合性,Compliance,符合性
DYS830,Y.4,Gaskets,密封墊片,Gaskets,密封墊片
DYS830,Y.4.1,General,一般,General,一般
DYS830,Y.4.2,Gasket tests,密封墊片試驗,Gasket tests,密封墊片試驗
DYS830,Y.4.3,Tensile strength and elongation tests,拉伸強度和伸長試驗,Tensile strength and elongation tests,拉伸強度和伸長試驗
DYS830,Y.4.3,Alternative test methods ........................................ :,替代試驗方法:,Alternative test methods :,替代試驗方法:
DYS830,Y.4.4,Compression test,壓縮試驗,Compression test,壓縮試驗
DYS830,Y.4.5,Oil resistance,抗油性,Oil resistance,抗油性
DYS830,Y.4.6,Securing means,固定方式,Securing means,固定方式
